date,product,quantity,unit_price,unit_cost,stock,region,channel
2025-07-27,Webcam,8,57.52,35.87,58,North,Wholesale
2025-07-28,Smart Speaker,11,70.57,43.87,44,South,Retail
2025-07-28,Wireless Headphones,15,89.88,48.62,84,West,Online
2025-07-28,Office Chair,12,151.86,80.91,28,East,Online
2025-07-28,Gaming Mouse,29,42.05,25.52,74,North,Wholesale
2025-07-28,LED Monitor,13,204.63,120.48,32,South,Retail
2025-07-28,Laptop Stand,25,35.06,20.41,136,East,Wholesale
2025-07-28,Mechanical Keyboard,25,94.19,57.66,59,West,Online
2025-07-28,Webcam,21,57.43,33.34,27,South,Wholesale
2025-07-29,Smart Speaker,16,76.65,40.66,70,South,Wholesale
2025-07-29,Wireless Headphones,28,88.96,50.17,61,North,Online
2025-07-29,Office Chair,14,149.31,85.4,43,North,Online
2025-07-29,Gaming Mouse,29,41.64,24.49,2,East,Online
2025-07-29,LED Monitor,14,193.06,102.7,65,East,Wholesale
2025-07-29,Laptop Stand,23,35.13,20.46,85,West,Online
2025-07-29,Mechanical Keyboard,22,93.33,54.4,96,West,Wholesale
2025-07-29,Webcam,20,58.58,34.03,39,East,Online
2025-07-30,Smart Speaker,14,73.56,42.43,94,West,Retail
2025-07-30,Wireless Headphones,22,91.55,51.79,100,South,Retail
2025-07-30,Office Chair,15,152.33,92.99,4,East,Wholesale
2025-07-30,Gaming Mouse,29,41.99,21.79,72,East,Retail
2025-07-30,LED Monitor,14,202.94,117.92,71,South,Wholesale
2025-07-30,Laptop Stand,19,36.07,22.65,86,West,Online
2025-07-30,Mechanical Keyboard,29,99.89,60.38,73,West,Online
2025-07-30,Webcam,19,53.57,31.71,47,West,Online
2025-07-31,Smart Speaker,17,69.97,36.79,86,North,Retail
2025-07-31,Wireless Headphones,13,87.2,52.88,63,North,Wholesale
2025-07-31,Office Chair,14,147.64,85.0,28,West,Online
2025-07-31,Gaming Mouse,20,40.82,22.89,96,West,Wholesale
2025-07-31,LED Monitor,16,203.2,116.23,58,East,Wholesale
2025-07-31,Laptop Stand,20,38.39,19.58,8,South,Wholesale
2025-07-31,Mechanical Keyboard,19,91.17,49.99,34,West,Online
2025-07-31,Webcam,19,61.33,32.65,17,South,Online
2025-08-01,Smart Speaker,20,75.08,43.73,55,North,Wholesale
2025-08-01,Wireless Headphones,17,90.6,52.04,29,East,Wholesale
2025-08-01,Office Chair,10,156.23,90.03,47,East,Retail
2025-08-01,Gaming Mouse,21,42.47,25.08,97,South,Online
2025-08-01,LED Monitor,12,202.63,107.04,39,South,Wholesale
2025-08-01,Laptop Stand,25,35.8,21.42,10,West,Online
2025-08-01,Mechanical Keyboard,15,104.32,58.42,57,West,Wholesale
2025-08-01,Webcam,10,56.93,33.71,46,South,Retail
2025-08-02,Smart Speaker,14,76.64,45.8,74,East,Online
2025-08-02,Wireless Headphones,26,88.86,55.78,63,North,Online
2025-08-02,Office Chair,12,152.59,86.78,10,East,Retail
2025-08-02,Gaming Mouse,22,44.32,25.13,42,South,Wholesale
2025-08-02,LED Monitor,13,197.56,106.99,31,North,Wholesale
2025-08-02,Laptop Stand,14,35.32,20.04,60,East,Wholesale
2025-08-02,Mechanical Keyboard,16,93.68,62.05,42,East,Online
2025-08-02,Webcam,13,57.44,33.45,60,North,Retail
2025-08-03,Smart Speaker,19,76.7,44.97,57,West,Retail
2025-08-03,Wireless Headphones,17,96.78,54.64,54,South,Retail
2025-08-03,Office Chair,8,160.28,103.88,23,West,Online
2025-08-03,Gaming Mouse,26,43.47,28.11,129,East,Wholesale
2025-08-03,LED Monitor,14,202.35,117.24,19,North,Online
2025-08-03,Laptop Stand,23,37.58,21.56,66,North,Online
2025-08-03,Mechanical Keyboard,12,94.5,60.53,61,North,Wholesale
2025-08-03,Webcam,14,60.07,30.25,46,South,Wholesale
2025-08-04,Smart Speaker,12,74.21,42.74,51,North,Online
2025-08-04,Wireless Headphones,18,84.47,47.24,97,North,Online
2025-08-04,Office Chair,11,149.36,84.95,46,West,Retail
2025-08-04,Gaming Mouse,24,38.16,21.36,62,East,Online
2025-08-04,LED Monitor,13,203.66,117.89,63,West,Online
2025-08-04,Laptop Stand,20,33.56,19.04,32,West,Retail
2025-08-04,Mechanical Keyboard,20,99.41,56.38,30,West,Retail
2025-08-04,Webcam,16,61.67,36.53,38,West,Online
2025-08-05,Smart Speaker,18,79.25,48.9,62,West,Retail
2025-08-05,Wireless Headphones,25,90.54,51.39,44,West,Online
2025-08-05,Office Chair,12,160.15,100.8,45,South,Retail
2025-08-05,Gaming Mouse,45,42.3,23.15,74,South,Wholesale
2025-08-05,LED Monitor,11,192.79,118.22,40,South,Wholesale
2025-08-05,Laptop Stand,26,35.1,18.81,23,North,Wholesale
2025-08-05,Mechanical Keyboard,21,93.67,51.07,53,South,Retail
2025-08-05,Webcam,13,56.65,30.83,40,West,Retail
2025-08-06,Smart Speaker,25,74.56,43.12,78,East,Online
2025-08-06,Wireless Headphones,22,96.17,55.71,83,West,Retail
2025-08-06,Office Chair,13,163.28,91.81,51,East,Online
2025-08-06,Gaming Mouse,34,41.68,23.74,117,East,Retail
2025-08-06,LED Monitor,13,207.33,124.81,45,North,Online
2025-08-06,Laptop Stand,24,36.83,19.6,80,East,Wholesale
2025-08-06,Mechanical Keyboard,12,96.66,58.08,79,West,Retail
2025-08-06,Webcam,15,55.89,29.4,75,North,Retail
2025-08-07,Smart Speaker,21,72.12,43.57,16,West,Wholesale
2025-08-07,Wireless Headphones,24,91.07,57.41,63,North,Retail
2025-08-07,Office Chair,9,151.27,97.82,48,South,Wholesale
2025-08-07,Gaming Mouse,26,42.0,25.24,63,South,Retail
2025-08-07,LED Monitor,13,194.9,113.33,27,East,Wholesale
2025-08-07,Laptop Stand,22,35.77,19.86,68,South,Wholesale
2025-08-07,Mechanical Keyboard,20,99.69,54.07,119,West,Retail
2025-08-07,Webcam,17,56.47,34.69,44,North,Retail
2025-08-08,Smart Speaker,14,73.3,43.43,53,East,Online
2025-08-08,Wireless Headphones,19,86.6,49.03,80,East,Retail
2025-08-08,Office Chair,12,154.99,91.68,30,North,Online
2025-08-08,Gaming Mouse,24,41.45,22.75,56,East,Wholesale
2025-08-08,LED Monitor,10,193.07,120.95,10,South,Retail
2025-08-08,Laptop Stand,15,35.05,20.12,32,East,Wholesale
2025-08-08,Mechanical Keyboard,22,98.83,60.36,19,West,Wholesale
2025-08-08,Webcam,15,59.77,37.81,65,West,Online
2025-08-09,Smart Speaker,23,74.25,42.42,50,East,Wholesale
2025-08-09,Wireless Headphones,21,83.62,47.17,59,West,Online
2025-08-09,Office Chair,12,149.77,96.19,33,South,Wholesale
2025-08-09,Gaming Mouse,17,41.09,25.13,78,East,Online
2025-08-09,LED Monitor,13,188.0,108.5,64,North,Retail
2025-08-09,Laptop Stand,18,37.97,20.59,31,East,Retail
2025-08-09,Mechanical Keyboard,19,95.03,54.96,32,North,Online
2025-08-09,Webcam,14,58.04,31.64,46,East,Wholesale
2025-08-10,Smart Speaker,13,77.28,49.85,90,East,Wholesale
2025-08-10,Wireless Headphones,20,88.78,52.57,51,West,Online
2025-08-10,Office Chair,6,153.4,92.66,19,West,Wholesale
2025-08-10,Gaming Mouse,27,44.23,23.94,26,North,Retail
2025-08-10,LED Monitor,9,187.84,103.47,62,East,Wholesale
2025-08-10,Laptop Stand,19,34.8,20.85,109,South,Wholesale
2025-08-10,Mechanical Keyboard,23,97.22,56.44,62,North,Online
2025-08-10,Webcam,18,59.06,35.21,33,East,Wholesale
2025-08-11,Smart Speaker,14,74.28,49.51,0,South,Retail
2025-08-11,Wireless Headphones,23,88.29,50.67,70,South,Wholesale
2025-08-11,Office Chair,11,152.35,97.61,30,West,Online
2025-08-11,Gaming Mouse,23,43.37,26.11,94,East,Online
2025-08-11,LED Monitor,12,209.69,116.82,55,East,Retail
2025-08-11,Laptop Stand,24,35.14,19.37,41,North,Wholesale
2025-08-11,Mechanical Keyboard,20,96.23,52.65,56,East,Online
2025-08-11,Webcam,16,59.68,34.57,51,North,Wholesale
2025-08-12,Smart Speaker,17,71.55,42.74,25,North,Retail
2025-08-12,Wireless Headphones,21,86.81,49.7,103,North,Retail
2025-08-12,Office Chair,14,156.82,89.74,0,West,Retail
2025-08-12,Gaming Mouse,16,39.17,22.53,95,South,Wholesale
2025-08-12,LED Monitor,19,201.2,115.19,74,East,Wholesale
2025-08-12,Laptop Stand,24,35.02,19.73,21,South,Wholesale
2025-08-12,Mechanical Keyboard,16,94.89,55.78,4,South,Retail
2025-08-12,Webcam,14,57.89,32.72,42,South,Wholesale
2025-08-13,Smart Speaker,13,72.61,41.65,47,North,Retail
2025-08-13,Wireless Headphones,26,91.12,51.12,19,North,Online
2025-08-13,Office Chair,13,149.82,88.14,55,West,Wholesale
2025-08-13,Gaming Mouse,29,43.56,23.68,84,South,Online
2025-08-13,LED Monitor,16,209.17,122.89,25,East,Wholesale
2025-08-13,Laptop Stand,29,36.65,21.75,56,East,Retail
2025-08-13,Mechanical Keyboard,16,97.3,53.0,51,North,Wholesale
2025-08-13,Webcam,6,57.3,31.69,44,East,Retail
2025-08-14,Smart Speaker,23,74.79,44.13,64,North,Online
2025-08-14,Wireless Headphones,25,89.88,54.05,0,North,Wholesale
2025-08-14,Office Chair,15,156.18,83.96,54,North,Online
2025-08-14,Gaming Mouse,29,40.11,25.94,26,East,Retail
2025-08-14,LED Monitor,9,197.71,112.15,67,West,Retail
2025-08-14,Laptop Stand,25,34.71,19.84,56,East,Wholesale
2025-08-14,Mechanical Keyboard,20,98.43,57.88,76,East,Retail
2025-08-14,Webcam,16,61.26,32.44,57,North,Wholesale
2025-08-15,Smart Speaker,20,75.88,44.24,58,North,Wholesale
2025-08-15,Wireless Headphones,20,84.84,52.99,78,North,Wholesale
2025-08-15,Office Chair,11,161.29,98.35,18,West,Wholesale
2025-08-15,Gaming Mouse,29,42.58,23.56,97,West,Wholesale
2025-08-15,LED Monitor,16,210.09,129.64,73,West,Wholesale
2025-08-15,Laptop Stand,25,35.95,19.46,128,North,Retail
2025-08-15,Mechanical Keyboard,21,94.15,57.33,0,East,Wholesale
2025-08-15,Webcam,14,58.94,36.08,21,West,Wholesale
2025-08-16,Smart Speaker,18,80.08,48.14,36,East,Wholesale
2025-08-16,Wireless Headphones,27,91.3,52.89,14,East,Retail
2025-08-16,Office Chair,11,156.92,81.85,39,North,Wholesale
2025-08-16,Gaming Mouse,29,42.31,23.95,104,East,Wholesale
2025-08-16,LED Monitor,15,198.56,115.99,33,West,Online
2025-08-16,Laptop Stand,24,35.37,21.2,33,East,Online
2025-08-16,Mechanical Keyboard,17,97.24,56.08,15,North,Retail
2025-08-16,Webcam,14,56.2,30.31,36,South,Online
2025-08-17,Smart Speaker,16,71.72,41.89,66,East,Online
2025-08-17,Wireless Headphones,20,93.17,50.48,95,South,Retail
2025-08-17,Office Chair,9,153.14,93.57,28,North,Wholesale
2025-08-17,Gaming Mouse,23,42.69,25.71,42,South,Wholesale
2025-08-17,LED Monitor,15,197.58,105.53,61,West,Retail
2025-08-17,Laptop Stand,22,34.24,19.73,70,North,Online
2025-08-17,Mechanical Keyboard,13,87.98,55.05,57,West,Wholesale
2025-08-17,Webcam,16,59.21,33.77,51,North,Wholesale
2025-08-18,Smart Speaker,16,78.93,42.23,12,North,Wholesale
2025-08-18,Wireless Headphones,19,95.36,59.13,116,North,Wholesale
2025-08-18,Office Chair,9,146.0,91.23,10,South,Wholesale
2025-08-18,Gaming Mouse,29,41.89,24.85,95,South,Wholesale
2025-08-18,LED Monitor,13,207.88,129.25,44,East,Online
2025-08-18,Laptop Stand,17,35.24,21.82,3,East,Online
2025-08-18,Mechanical Keyboard,21,93.22,56.79,55,North,Wholesale
2025-08-18,Webcam,17,55.8,33.82,3,North,Retail
2025-08-19,Smart Speaker,18,72.6,42.96,51,North,Wholesale
2025-08-19,Wireless Headphones,26,90.41,53.23,55,North,Online
2025-08-19,Office Chair,12,154.06,94.49,37,West,Wholesale
2025-08-19,Gaming Mouse,20,43.39,24.41,42,North,Wholesale
2025-08-19,LED Monitor,16,204.77,121.56,42,South,Wholesale
2025-08-19,Laptop Stand,24,37.43,21.63,129,West,Online
2025-08-19,Mechanical Keyboard,14,90.22,47.76,48,West,Retail
2025-08-19,Webcam,17,57.94,35.07,48,South,Retail
2025-08-20,Smart Speaker,16,77.68,41.49,62,South,Wholesale
2025-08-20,Wireless Headphones,27,88.94,51.61,63,South,Retail
2025-08-20,Office Chair,12,165.69,97.45,36,West,Online
2025-08-20,Gaming Mouse,31,41.14,24.04,85,South,Online
2025-08-20,LED Monitor,16,200.79,117.03,78,West,Retail
2025-08-20,Laptop Stand,32,36.06,21.95,44,South,Online
2025-08-20,Mechanical Keyboard,17,97.53,55.79,73,North,Online
2025-08-20,Webcam,13,57.45,35.98,59,West,Wholesale
2025-08-21,Smart Speaker,20,71.69,43.18,65,North,Wholesale
2025-08-21,Wireless Headphones,30,86.42,51.71,109,West,Wholesale
2025-08-21,Office Chair,9,153.44,90.49,11,South,Wholesale
2025-08-21,Gaming Mouse,20,43.9,26.14,152,East,Retail
2025-08-21,LED Monitor,13,192.47,113.01,42,South,Wholesale
2025-08-21,Laptop Stand,17,38.55,23.83,57,North,Retail
2025-08-21,Mechanical Keyboard,16,96.69,52.38,107,East,Online
2025-08-21,Webcam,11,56.71,35.14,66,East,Online
2025-08-22,Smart Speaker,18,73.7,43.68,84,North,Wholesale
2025-08-22,Wireless Headphones,18,90.47,54.48,66,West,Online
2025-08-22,Office Chair,10,155.69,92.05,36,South,Retail
2025-08-22,Gaming Mouse,26,41.55,24.76,109,East,Online
2025-08-22,LED Monitor,14,187.62,94.79,63,South,Online
2025-08-22,Laptop Stand,19,36.87,23.52,96,West,Wholesale
2025-08-22,Mechanical Keyboard,14,93.46,47.52,68,South,Retail
2025-08-22,Webcam,17,59.37,34.16,31,East,Online
2025-08-23,Smart Speaker,14,71.47,45.22,17,West,Retail
2025-08-23,Wireless Headphones,13,89.92,52.15,50,South,Online
2025-08-23,Office Chair,10,152.05,87.56,57,North,Wholesale
2025-08-23,Gaming Mouse,25,41.32,22.99,69,East,Retail
2025-08-23,LED Monitor,11,200.5,111.31,0,West,Retail
2025-08-23,Laptop Stand,26,36.75,23.12,46,North,Retail
2025-08-23,Mechanical Keyboard,13,97.33,57.15,49,West,Retail
2025-08-23,Webcam,15,56.98,33.57,43,South,Online
2025-08-24,Smart Speaker,12,72.89,46.37,69,West,Retail
2025-08-24,Wireless Headphones,17,84.52,51.8,87,West,Retail
2025-08-24,Office Chair,9,147.06,89.12,47,West,Wholesale
2025-08-24,Gaming Mouse,20,43.82,24.57,130,East,Online
2025-08-24,LED Monitor,11,198.31,112.72,58,East,Retail
2025-08-24,Laptop Stand,22,36.23,20.52,55,South,Retail
2025-08-24,Mechanical Keyboard,21,99.37,57.36,28,East,Online
2025-08-24,Webcam,13,57.74,36.17,31,East,Retail
2025-08-25,Smart Speaker,15,70.59,41.61,31,East,Retail
2025-08-25,Wireless Headphones,19,87.17,48.36,73,South,Retail
2025-08-25,Office Chair,11,167.77,96.52,42,East,Online
2025-08-25,Gaming Mouse,25,42.4,24.62,84,East,Online
2025-08-25,LED Monitor,12,198.12,103.19,70,South,Retail
2025-08-25,Laptop Stand,20,36.84,22.56,23,East,Retail
2025-08-25,Mechanical Keyboard,16,103.7,59.56,78,West,Online
2025-08-25,Webcam,20,56.96,35.03,56,West,Retail
2025-08-26,Smart Speaker,18,72.27,36.31,79,West,Online
2025-08-26,Wireless Headphones,28,90.1,55.5,97,North,Online
2025-08-26,Office Chair,13,153.14,94.17,45,West,Wholesale
2025-08-26,Gaming Mouse,26,40.66,23.05,13,South,Online
2025-08-26,LED Monitor,10,188.04,109.72,55,East,Online
2025-08-26,Laptop Stand,19,34.81,19.86,39,South,Online
2025-08-26,Mechanical Keyboard,14,98.36,55.38,69,East,Online
2025-08-26,Webcam,16,59.62,30.88,36,South,Wholesale
2025-08-27,Smart Speaker,19,78.79,49.73,61,West,Wholesale
2025-08-27,Wireless Headphones,19,87.52,49.69,51,East,Online
2025-08-27,Office Chair,12,164.2,99.83,30,South,Wholesale
2025-08-27,Gaming Mouse,29,41.94,24.2,75,East,Online
2025-08-27,LED Monitor,15,192.95,107.41,51,North,Online
2025-08-27,Laptop Stand,20,34.57,21.35,97,South,Wholesale
2025-08-27,Mechanical Keyboard,24,95.3,55.82,91,East,Retail
2025-08-27,Webcam,18,58.49,31.51,2,West,Online
2025-08-28,Smart Speaker,21,71.89,41.11,37,South,Retail
2025-08-28,Wireless Headphones,27,89.68,51.4,152,East,Online
2025-08-28,Office Chair,12,149.31,85.89,36,North,Wholesale
2025-08-28,Gaming Mouse,25,41.46,23.7,39,North,Retail
2025-08-28,LED Monitor,14,201.02,116.17,38,North,Wholesale
2025-08-28,Laptop Stand,24,37.78,22.33,102,East,Retail
2025-08-28,Mechanical Keyboard,18,100.02,60.54,49,North,Wholesale
2025-08-28,Webcam,14,56.61,35.76,61,South,Wholesale
2025-08-29,Smart Speaker,12,71.98,40.54,43,South,Retail
2025-08-29,Wireless Headphones,17,96.13,53.04,21,West,Retail
2025-08-29,Office Chair,13,154.01,91.09,37,North,Online
2025-08-29,Gaming Mouse,18,38.35,21.27,135,North,Retail
2025-08-29,LED Monitor,12,191.36,112.59,47,South,Wholesale
2025-08-29,Laptop Stand,10,39.98,24.55,52,South,Online
2025-08-29,Mechanical Keyboard,20,97.66,56.91,63,North,Retail
2025-08-29,Webcam,14,59.47,35.11,47,South,Retail
2025-08-30,Smart Speaker,10,71.93,41.78,29,South,Wholesale
2025-08-30,Wireless Headphones,24,88.54,46.49,47,South,Retail
2025-08-30,Office Chair,9,158.02,93.9,27,South,Online
2025-08-30,Gaming Mouse,21,41.08,23.48,91,West,Wholesale
2025-08-30,LED Monitor,14,195.34,122.14,48,North,Online
2025-08-30,Laptop Stand,20,35.15,18.16,38,East,Online
2025-08-30,Mechanical Keyboard,16,95.54,52.98,4,East,Online
2025-08-30,Webcam,12,57.13,31.98,62,West,Wholesale
2025-08-31,Smart Speaker,12,77.02,44.34,32,East,Retail
2025-08-31,Wireless Headphones,17,84.89,51.21,54,South,Retail
2025-08-31,Office Chair,10,157.98,81.93,17,South,Wholesale
2025-08-31,Gaming Mouse,21,42.84,23.21,82,East,Wholesale
2025-08-31,LED Monitor,12,209.16,126.17,5,West,Retail
2025-08-31,Laptop Stand,24,39.52,23.48,20,East,Retail
2025-08-31,Mechanical Keyboard,21,95.37,58.3,30,South,Wholesale
2025-08-31,Webcam,7,56.07,32.51,33,East,Wholesale
2025-09-01,Smart Speaker,14,74.85,43.22,50,West,Wholesale
2025-09-01,Wireless Headphones,20,93.23,51.31,123,North,Online
2025-09-01,Office Chair,10,153.43,89.94,41,East,Online
2025-09-01,Gaming Mouse,19,42.64,22.02,69,East,Online
2025-09-01,LED Monitor,10,186.92,109.65,67,North,Retail
2025-09-01,Laptop Stand,13,33.88,19.75,26,North,Online
2025-09-01,Mechanical Keyboard,18,94.35,59.86,69,North,Online
2025-09-01,Webcam,16,57.7,33.13,37,East,Retail
2025-09-02,Smart Speaker,15,78.47,43.76,57,East,Wholesale
2025-09-02,Wireless Headphones,21,95.77,54.29,59,West,Retail
2025-09-02,Office Chair,11,154.45,84.39,28,East,Wholesale
2025-09-02,Gaming Mouse,32,42.04,24.46,67,West,Wholesale
2025-09-02,LED Monitor,12,187.21,104.64,62,North,Online
2025-09-02,Laptop Stand,20,35.54,21.94,36,East,Wholesale
2025-09-02,Mechanical Keyboard,19,96.23,56.52,59,East,Wholesale
2025-09-02,Webcam,15,61.54,35.78,9,North,Retail
2025-09-03,Smart Speaker,18,74.08,42.39,0,North,Retail
2025-09-03,Wireless Headphones,30,87.18,53.09,17,North,Wholesale
2025-09-03,Office Chair,13,154.44,92.07,35,North,Retail
2025-09-03,Gaming Mouse,24,40.24,25.03,143,West,Retail
2025-09-03,LED Monitor,11,195.59,115.44,40,West,Retail
2025-09-03,Laptop Stand,21,35.86,23.39,49,South,Wholesale
2025-09-03,Mechanical Keyboard,24,97.69,51.02,59,East,Wholesale
2025-09-03,Webcam,15,55.84,33.65,69,North,Online
2025-09-04,Smart Speaker,15,71.26,42.08,92,North,Retail
2025-09-04,Wireless Headphones,24,88.27,49.86,88,West,Wholesale
2025-09-04,Office Chair,12,157.75,93.14,42,North,Wholesale
2025-09-04,Gaming Mouse,21,41.94,24.3,59,East,Wholesale
2025-09-04,LED Monitor,16,206.23,128.35,16,South,Retail
2025-09-04,Laptop Stand,19,36.1,20.68,45,South,Online
2025-09-04,Mechanical Keyboard,20,91.53,59.52,56,West,Online
2025-09-04,Webcam,13,59.17,34.5,62,North,Retail
2025-09-05,Smart Speaker,19,70.14,42.68,49,South,Wholesale
2025-09-05,Wireless Headphones,27,94.76,49.07,67,East,Wholesale
2025-09-05,Office Chair,11,163.22,101.07,34,North,Wholesale
2025-09-05,Gaming Mouse,28,41.48,23.37,114,South,Wholesale
2025-09-05,LED Monitor,11,196.34,115.97,35,East,Wholesale
2025-09-05,Laptop Stand,22,35.49,22.73,64,East,Retail
2025-09-05,Mechanical Keyboard,19,100.42,59.96,57,East,Wholesale
2025-09-05,Webcam,19,57.45,34.69,41,South,Retail
2025-09-06,Smart Speaker,14,68.41,39.27,64,East,Wholesale
2025-09-06,Wireless Headphones,22,89.57,51.44,83,South,Online
2025-09-06,Office Chair,10,160.51,94.07,6,East,Online
2025-09-06,Gaming Mouse,15,42.97,26.08,98,East,Wholesale
2025-09-06,LED Monitor,14,187.07,107.9,12,West,Retail
2025-09-06,Laptop Stand,23,37.38,22.42,49,West,Wholesale
2025-09-06,Mechanical Keyboard,16,99.73,59.07,12,North,Retail
2025-09-06,Webcam,8,59.63,33.35,16,West,Online
2025-09-07,Smart Speaker,16,74.6,48.17,58,East,Wholesale
2025-09-07,Wireless Headphones,21,88.11,54.45,67,South,Retail
2025-09-07,Office Chair,7,155.33,89.83,15,West,Retail
2025-09-07,Gaming Mouse,25,41.99,22.58,60,North,Wholesale
2025-09-07,LED Monitor,12,198.59,112.73,29,South,Retail
2025-09-07,Laptop Stand,21,36.35,22.63,83,East,Retail
2025-09-07,Mechanical Keyboard,20,101.25,55.22,64,West,Retail
2025-09-07,Webcam,16,56.44,33.85,41,South,Retail
2025-09-08,Smart Speaker,12,72.01,37.85,51,North,Online
2025-09-08,Wireless Headphones,21,89.31,53.27,60,West,Wholesale
2025-09-08,Office Chair,11,150.41,86.81,43,North,Retail
2025-09-08,Gaming Mouse,30,42.49,25.1,101,East,Retail
2025-09-08,LED Monitor,11,197.14,106.8,47,South,Online
2025-09-08,Laptop Stand,17,36.55,20.51,31,North,Wholesale
2025-09-08,Mechanical Keyboard,14,91.7,53.78,60,East,Retail
2025-09-08,Webcam,19,56.42,31.74,75,South,Wholesale
2025-09-09,Smart Speaker,19,72.47,44.48,71,East,Wholesale
2025-09-09,Wireless Headphones,20,89.33,56.23,33,South,Wholesale
2025-09-09,Office Chair,10,152.77,88.53,50,West,Wholesale
2025-09-09,Gaming Mouse,27,42.41,25.39,17,West,Wholesale
2025-09-09,LED Monitor,12,194.93,115.05,41,North,Wholesale
2025-09-09,Laptop Stand,21,35.64,22.31,84,North,Retail
2025-09-09,Mechanical Keyboard,21,93.63,60.41,28,North,Retail
2025-09-09,Webcam,14,57.34,32.48,29,West,Wholesale
2025-09-10,Smart Speaker,13,76.55,45.89,43,West,Online
2025-09-10,Wireless Headphones,22,85.57,46.83,91,South,Online
2025-09-10,Office Chair,12,152.88,87.8,29,East,Online
2025-09-10,Gaming Mouse,27,42.77,24.89,149,West,Wholesale
2025-09-10,LED Monitor,12,198.92,116.83,4,North,Wholesale
2025-09-10,Laptop Stand,22,33.33,19.21,40,West,Online
2025-09-10,Mechanical Keyboard,14,97.4,61.64,65,East,Wholesale
2025-09-10,Webcam,16,57.6,31.51,54,South,Retail
2025-09-11,Smart Speaker,14,69.74,36.24,34,West,Wholesale
2025-09-11,Wireless Headphones,20,86.87,51.86,81,East,Online
2025-09-11,Office Chair,12,151.44,82.86,25,North,Online
2025-09-11,Gaming Mouse,16,41.2,25.26,107,East,Wholesale
2025-09-11,LED Monitor,14,208.04,114.05,22,East,Wholesale
2025-09-11,Laptop Stand,20,35.15,20.97,48,North,Online
2025-09-11,Mechanical Keyboard,15,97.08,56.91,95,South,Online
2025-09-11,Webcam,14,60.92,37.13,47,West,Online
2025-09-12,Smart Speaker,13,71.27,41.41,35,North,Retail
2025-09-12,Wireless Headphones,14,85.38,50.15,76,South,Retail
2025-09-12,Office Chair,6,153.57,95.32,57,West,Wholesale
2025-09-12,Gaming Mouse,23,40.77,24.42,122,West,Wholesale
2025-09-12,LED Monitor,12,192.19,111.52,63,West,Wholesale
2025-09-12,Laptop Stand,12,35.55,20.32,8,West,Online
2025-09-12,Mechanical Keyboard,18,102.25,55.22,68,South,Wholesale
2025-09-12,Webcam,14,55.96,30.67,42,North,Wholesale
2025-09-13,Smart Speaker,13,77.35,43.93,5,East,Retail
2025-09-13,Wireless Headphones,21,90.07,53.14,98,North,Online
2025-09-13,Office Chair,8,163.38,85.12,28,East,Retail
2025-09-13,Gaming Mouse,27,42.97,25.81,34,North,Retail
2025-09-13,LED Monitor,9,190.1,112.47,27,East,Online
2025-09-13,Laptop Stand,19,38.24,22.68,37,North,Retail
2025-09-13,Mechanical Keyboard,13,99.07,57.65,57,West,Online
2025-09-13,Webcam,7,54.95,34.75,17,West,Online
2025-09-14,Smart Speaker,13,73.38,42.46,78,South,Retail
2025-09-14,Wireless Headphones,21,93.04,52.2,88,South,Wholesale
2025-09-14,Office Chair,11,154.16,87.39,17,East,Retail
2025-09-14,Gaming Mouse,19,42.54,24.38,82,North,Online
2025-09-14,LED Monitor,9,190.45,109.15,23,South,Online
2025-09-14,Laptop Stand,23,34.07,21.83,61,South,Wholesale
2025-09-14,Mechanical Keyboard,19,98.07,61.77,24,South,Wholesale
2025-09-14,Webcam,11,54.56,30.56,73,West,Online
2025-09-15,Smart Speaker,21,79.4,53.19,90,South,Retail
2025-09-15,Wireless Headphones,22,89.71,52.83,63,South,Online
2025-09-15,Office Chair,12,152.47,82.13,37,South,Online
2025-09-15,Gaming Mouse,22,41.79,23.77,113,East,Wholesale
2025-09-15,LED Monitor,16,199.43,115.14,42,North,Retail
2025-09-15,Laptop Stand,20,37.07,22.6,21,South,Online
2025-09-15,Mechanical Keyboard,16,100.65,59.04,34,North,Online
2025-09-15,Webcam,12,56.47,34.34,62,North,Retail
2025-09-16,Smart Speaker,19,75.69,41.22,49,East,Wholesale
2025-09-16,Wireless Headphones,23,83.67,48.86,89,West,Wholesale
2025-09-16,Office Chair,10,152.04,87.23,39,East,Retail
2025-09-16,Gaming Mouse,29,40.35,23.88,52,West,Online
2025-09-16,LED Monitor,18,188.31,107.64,17,South,Wholesale
2025-09-16,Laptop Stand,24,36.21,20.88,102,East,Wholesale
2025-09-16,Mechanical Keyboard,21,98.4,48.58,55,South,Retail
2025-09-16,Webcam,13,60.99,34.69,86,North,Wholesale
2025-09-17,Smart Speaker,14,75.97,43.28,59,East,Wholesale
2025-09-17,Wireless Headphones,22,88.05,51.54,90,North,Online
2025-09-17,Office Chair,11,152.86,86.26,58,North,Wholesale
2025-09-17,Gaming Mouse,17,39.14,21.73,90,West,Wholesale
2025-09-17,LED Monitor,15,196.78,122.38,59,South,Retail
2025-09-17,Laptop Stand,25,33.92,19.59,68,South,Wholesale
2025-09-17,Mechanical Keyboard,13,95.13,56.32,71,East,Online
2025-09-17,Webcam,17,57.88,34.74,42,South,Online
2025-09-18,Smart Speaker,19,73.88,43.65,72,North,Wholesale
2025-09-18,Wireless Headphones,27,96.25,57.85,52,North,Online
