date,product,demand_units,unit_price,unit_cost,stock_on_hand,region,channel,revenue,total_cost,profit,month_start,year,month,month_name,day_of_week,week_of_year
2025-04-01,Webcam,17,57.31,34.16,56,West,Online,974.27,580.7199999999999,393.55000000000007,2025-04-01,2025,4,Apr,Tuesday,14
2025-04-01,Office Chair,12,156.18,98.87,51,West,Wholesale,1874.16,1186.44,687.72,2025-04-01,2025,4,Apr,Tuesday,14
2025-04-01,Wireless Headphones,17,84.12,47.98,197,West,Online,1430.04,815.66,614.38,2025-04-01,2025,4,Apr,Tuesday,14
2025-04-01,Smart Speaker,25,72.36,42.35,26,West,Retail,1809.0,1058.75,750.25,2025-04-01,2025,4,Apr,Tuesday,14
2025-04-01,Gaming Mouse,34,41.25,24.03,75,East,Wholesale,1402.5,817.02,585.48,2025-04-01,2025,4,Apr,Tuesday,14
2025-04-02,Smart Speaker,31,71.54,43.81,32,West,Wholesale,2217.7400000000002,1358.1100000000001,859.6300000000001,2025-04-01,2025,4,Apr,Wednesday,14
2025-04-02,Wireless Headphones,35,87.41,47.51,7,North,Online,3059.35,1662.85,1396.5,2025-04-01,2025,4,Apr,Wednesday,14
2025-04-02,Office Chair,17,149.15,86.94,14,West,Online,2535.55,1477.98,1057.5700000000002,2025-04-01,2025,4,Apr,Wednesday,14
2025-04-02,Gaming Mouse,29,41.89,23.67,49,North,Wholesale,1214.81,686.4300000000001,528.3799999999999,2025-04-01,2025,4,Apr,Wednesday,14
2025-04-02,LED Monitor,16,188.89,115.69,49,North,Retail,3022.24,1851.04,1171.1999999999998,2025-04-01,2025,4,Apr,Wednesday,14
2025-04-02,Laptop Stand,25,37.15,20.7,147,South,Retail,928.75,517.5,411.25,2025-04-01,2025,4,Apr,Wednesday,14
2025-04-02,Mechanical Keyboard,28,99.48,59.04,28,North,Retail,2785.44,1653.12,1132.3200000000002,2025-04-01,2025,4,Apr,Wednesday,14
2025-04-02,Webcam,25,56.37,34.34,50,East,Online,1409.25,858.5000000000001,550.7499999999999,2025-04-01,2025,4,Apr,Wednesday,14
2025-04-03,Laptop Stand,18,34.94,20.39,145,South,Retail,628.92,367.02,261.9,2025-04-01,2025,4,Apr,Thursday,14
2025-04-03,Webcam,17,59.42,33.55,80,South,Wholesale,1010.14,570.3499999999999,439.7900000000001,2025-04-01,2025,4,Apr,Thursday,14
2025-04-03,LED Monitor,20,194.12,107.5,26,North,Wholesale,3882.4,2150.0,1732.4,2025-04-01,2025,4,Apr,Thursday,14
2025-04-03,Mechanical Keyboard,21,101.14,54.55,85,North,Online,2123.94,1145.55,978.3900000000001,2025-04-01,2025,4,Apr,Thursday,14
2025-04-03,Office Chair,18,154.38,88.03,55,South,Online,2778.84,1584.54,1194.3000000000002,2025-04-01,2025,4,Apr,Thursday,14
2025-04-03,Wireless Headphones,33,87.47,48.29,99,South,Retail,2886.5099999999998,1593.57,1292.9399999999998,2025-04-01,2025,4,Apr,Thursday,14
2025-04-03,Smart Speaker,17,72.42,40.1,75,West,Retail,1231.14,681.7,549.44,2025-04-01,2025,4,Apr,Thursday,14
2025-04-03,Gaming Mouse,24,40.44,24.74,111,West,Retail,970.56,593.76,376.79999999999995,2025-04-01,2025,4,Apr,Thursday,14
2025-04-04,Mechanical Keyboard,28,96.06,51.25,12,North,Wholesale,2689.6800000000003,1435.0,1254.6800000000003,2025-04-01,2025,4,Apr,Friday,14
2025-04-04,Laptop Stand,23,37.78,22.57,45,North,Online,868.94,519.11,349.83000000000004,2025-04-01,2025,4,Apr,Friday,14
2025-04-04,LED Monitor,15,192.5,105.89,84,South,Online,2887.5,1588.35,1299.15,2025-04-01,2025,4,Apr,Friday,14
2025-04-04,Webcam,20,55.73,30.25,2,North,Wholesale,1114.6,605.0,509.5999999999999,2025-04-01,2025,4,Apr,Friday,14
2025-04-04,Office Chair,8,149.67,93.02,17,East,Wholesale,1197.36,744.16,453.19999999999993,2025-04-01,2025,4,Apr,Friday,14
2025-04-04,Wireless Headphones,31,88.6,53.48,118,West,Retail,2746.6,1657.8799999999999,1088.72,2025-04-01,2025,4,Apr,Friday,14
2025-04-04,Smart Speaker,22,72.93,44.81,63,North,Online,1604.46,985.82,618.64,2025-04-01,2025,4,Apr,Friday,14
2025-04-04,Gaming Mouse,37,40.93,21.29,74,East,Wholesale,1514.41,787.73,726.6800000000001,2025-04-01,2025,4,Apr,Friday,14
2025-04-05,Smart Speaker,17,72.8,45.92,54,West,Retail,1237.6,780.64,456.9599999999999,2025-04-01,2025,4,Apr,Saturday,14
2025-04-05,Wireless Headphones,30,88.26,52.25,94,East,Wholesale,2647.8,1567.5,1080.3000000000002,2025-04-01,2025,4,Apr,Saturday,14
2025-04-05,Office Chair,20,159.94,87.57,48,South,Wholesale,3198.8,1751.3999999999999,1447.4000000000003,2025-04-01,2025,4,Apr,Saturday,14
2025-04-05,Gaming Mouse,34,39.98,21.86,112,North,Retail,1359.32,743.24,616.0799999999999,2025-04-01,2025,4,Apr,Saturday,14
2025-04-05,LED Monitor,18,203.92,120.56,56,North,Wholesale,3670.56,2170.08,1500.48,2025-04-01,2025,4,Apr,Saturday,14
2025-04-05,Laptop Stand,29,37.29,21.56,72,East,Online,1081.41,625.24,456.1700000000001,2025-04-01,2025,4,Apr,Saturday,14
2025-04-05,Mechanical Keyboard,23,96.25,57.22,66,South,Online,2213.75,1316.06,897.69,2025-04-01,2025,4,Apr,Saturday,14
2025-04-05,Webcam,19,57.92,36.79,75,North,Wholesale,1100.48,699.01,401.47,2025-04-01,2025,4,Apr,Saturday,14
2025-04-06,Laptop Stand,21,38.37,22.37,37,West,Wholesale,805.77,469.77000000000004,335.99999999999994,2025-04-01,2025,4,Apr,Sunday,14
2025-04-06,Mechanical Keyboard,29,102.13,62.33,113,North,Retail,2961.77,1807.57,1154.2,2025-04-01,2025,4,Apr,Sunday,14
2025-04-06,Webcam,20,58.67,34.98,75,West,Retail,1173.4,699.5999999999999,473.8000000000002,2025-04-01,2025,4,Apr,Sunday,14
2025-04-06,LED Monitor,17,200.63,112.99,85,East,Wholesale,3410.71,1920.83,1489.88,2025-04-01,2025,4,Apr,Sunday,14
2025-04-06,Wireless Headphones,27,89.18,49.36,106,North,Online,2407.86,1332.72,1075.14,2025-04-01,2025,4,Apr,Sunday,14
2025-04-06,Office Chair,17,154.95,87.96,57,North,Wholesale,2634.1499999999996,1495.32,1138.8299999999997,2025-04-01,2025,4,Apr,Sunday,14
2025-04-06,Smart Speaker,23,74.8,46.32,47,South,Retail,1720.3999999999999,1065.36,655.04,2025-04-01,2025,4,Apr,Sunday,14
2025-04-06,Gaming Mouse,39,43.59,26.93,115,South,Online,1700.0100000000002,1050.27,649.7400000000002,2025-04-01,2025,4,Apr,Sunday,14
2025-04-07,Webcam,22,59.3,31.3,37,South,Wholesale,1304.6,688.6,615.9999999999999,2025-04-01,2025,4,Apr,Monday,15
2025-04-07,Laptop Stand,25,36.26,21.65,65,West,Online,906.5,541.25,365.25,2025-04-01,2025,4,Apr,Monday,15
2025-04-07,LED Monitor,21,197.71,117.34,30,East,Retail,4151.91,2464.14,1687.77,2025-04-01,2025,4,Apr,Monday,15
2025-04-07,Mechanical Keyboard,24,92.93,55.12,17,South,Online,2230.32,1322.8799999999999,907.4400000000003,2025-04-01,2025,4,Apr,Monday,15
2025-04-07,Office Chair,13,161.93,98.06,39,East,Wholesale,2105.09,1274.78,830.3100000000002,2025-04-01,2025,4,Apr,Monday,15
2025-04-07,Wireless Headphones,26,84.9,52.17,70,North,Online,2207.4,1356.42,850.98,2025-04-01,2025,4,Apr,Monday,15
2025-04-07,Smart Speaker,25,77.78,44.63,56,North,Wholesale,1944.5,1115.75,828.75,2025-04-01,2025,4,Apr,Monday,15
2025-04-07,Gaming Mouse,32,42.84,25.09,109,East,Wholesale,1370.88,802.88,568.0000000000001,2025-04-01,2025,4,Apr,Monday,15
2025-04-08,Mechanical Keyboard,27,94.55,55.03,81,West,Retail,2552.85,1485.81,1067.04,2025-04-01,2025,4,Apr,Tuesday,15
2025-04-08,Smart Speaker,40,77.09,47.11,87,East,Wholesale,3083.6000000000004,1884.4,1199.2000000000003,2025-04-01,2025,4,Apr,Tuesday,15
2025-04-08,Wireless Headphones,36,85.57,46.52,38,East,Wholesale,3080.5199999999995,1674.72,1405.7999999999995,2025-04-01,2025,4,Apr,Tuesday,15
2025-04-08,Office Chair,15,155.55,90.15,22,North,Online,2333.25,1352.25,981.0,2025-04-01,2025,4,Apr,Tuesday,15
2025-04-08,Gaming Mouse,32,39.93,22.56,54,South,Retail,1277.76,721.92,555.84,2025-04-01,2025,4,Apr,Tuesday,15
2025-04-08,LED Monitor,21,189.04,107.96,109,West,Online,3969.8399999999997,2267.16,1702.6799999999998,2025-04-01,2025,4,Apr,Tuesday,15
2025-04-08,Laptop Stand,30,36.13,22.14,97,South,Retail,1083.9,664.2,419.70000000000005,2025-04-01,2025,4,Apr,Tuesday,15
2025-04-08,Webcam,15,60.52,37.04,32,South,Online,907.8000000000001,555.6,352.20000000000005,2025-04-01,2025,4,Apr,Tuesday,15
2025-04-09,Wireless Headphones,23,89.55,55.06,132,North,Online,2059.65,1266.38,793.27,2025-04-01,2025,4,Apr,Wednesday,15
2025-04-09,Mechanical Keyboard,27,96.61,55.82,40,North,Retail,2608.47,1507.14,1101.3299999999997,2025-04-01,2025,4,Apr,Wednesday,15
2025-04-09,Webcam,19,62.19,33.55,50,South,Retail,1181.61,637.4499999999999,544.16,2025-04-01,2025,4,Apr,Wednesday,15
2025-04-09,Laptop Stand,26,35.21,19.62,97,South,Retail,915.46,510.12,405.34000000000003,2025-04-01,2025,4,Apr,Wednesday,15
2025-04-09,Smart Speaker,22,71.0,37.2,48,North,Retail,1562.0,818.4000000000001,743.5999999999999,2025-04-01,2025,4,Apr,Wednesday,15
2025-04-09,Gaming Mouse,31,37.77,20.71,135,West,Wholesale,1170.8700000000001,642.01,528.8600000000001,2025-04-01,2025,4,Apr,Wednesday,15
2025-04-09,LED Monitor,15,188.16,107.13,24,East,Wholesale,2822.4,1606.9499999999998,1215.4500000000003,2025-04-01,2025,4,Apr,Wednesday,15
2025-04-09,Office Chair,10,158.88,92.85,56,West,Wholesale,1588.8,928.5,660.3,2025-04-01,2025,4,Apr,Wednesday,15
2025-04-10,Webcam,16,59.39,35.38,16,East,Online,950.24,566.08,384.15999999999997,2025-04-01,2025,4,Apr,Thursday,15
2025-04-10,Smart Speaker,21,76.78,43.82,61,West,Wholesale,1612.38,920.22,692.1600000000001,2025-04-01,2025,4,Apr,Thursday,15
2025-04-10,Wireless Headphones,40,93.38,53.78,89,North,Online,3735.2,2151.2,1584.0,2025-04-01,2025,4,Apr,Thursday,15
2025-04-10,Office Chair,15,150.4,91.46,50,North,Wholesale,2256.0,1371.8999999999999,884.1000000000001,2025-04-01,2025,4,Apr,Thursday,15
2025-04-10,Gaming Mouse,27,42.09,22.02,77,West,Online,1136.43,594.54,541.8900000000001,2025-04-01,2025,4,Apr,Thursday,15
2025-04-10,LED Monitor,20,211.03,126.02,95,East,Wholesale,4220.6,2520.4,1700.2000000000003,2025-04-01,2025,4,Apr,Thursday,15
2025-04-10,Laptop Stand,33,38.34,21.4,52,West,Retail,1265.22,706.1999999999999,559.0200000000001,2025-04-01,2025,4,Apr,Thursday,15
2025-04-10,Mechanical Keyboard,25,96.74,55.39,55,East,Retail,2418.5,1384.75,1033.75,2025-04-01,2025,4,Apr,Thursday,15
2025-04-11,Mechanical Keyboard,28,101.77,59.79,124,East,Online,2849.56,1674.12,1175.44,2025-04-01,2025,4,Apr,Friday,15
2025-04-11,Laptop Stand,23,35.9,22.23,170,North,Wholesale,825.6999999999999,511.29,314.4099999999999,2025-04-01,2025,4,Apr,Friday,15
2025-04-11,LED Monitor,17,188.58,117.94,38,West,Wholesale,3205.86,2004.98,1200.88,2025-04-01,2025,4,Apr,Friday,15
2025-04-11,Wireless Headphones,40,89.22,53.08,64,West,Retail,3568.8,2123.2,1445.6000000000004,2025-04-01,2025,4,Apr,Friday,15
2025-04-11,Office Chair,19,144.6,85.08,18,West,Online,2747.4,1616.52,1130.88,2025-04-01,2025,4,Apr,Friday,15
2025-04-11,Smart Speaker,19,75.46,42.94,62,East,Wholesale,1433.7399999999998,815.8599999999999,617.8799999999999,2025-04-01,2025,4,Apr,Friday,15
2025-04-11,Webcam,19,58.71,30.84,65,North,Retail,1115.49,585.96,529.53,2025-04-01,2025,4,Apr,Friday,15
2025-04-11,Gaming Mouse,29,40.55,23.56,0,South,Wholesale,1175.9499999999998,683.24,492.7099999999998,2025-04-01,2025,4,Apr,Friday,15
2025-04-12,Mechanical Keyboard,22,96.18,59.46,112,North,Wholesale,2115.96,1308.1200000000001,807.8399999999999,2025-04-01,2025,4,Apr,Saturday,15
2025-04-12,Laptop Stand,22,35.28,19.57,35,West,Wholesale,776.1600000000001,430.54,345.62000000000006,2025-04-01,2025,4,Apr,Saturday,15
2025-04-12,Webcam,20,58.46,33.1,63,East,Wholesale,1169.2,662.0,507.20000000000005,2025-04-01,2025,4,Apr,Saturday,15
2025-04-12,LED Monitor,19,192.56,111.16,46,North,Online,3658.64,2112.04,1546.6,2025-04-01,2025,4,Apr,Saturday,15
2025-04-12,Smart Speaker,14,74.5,40.72,62,South,Wholesale,1043.0,570.0799999999999,472.9200000000001,2025-04-01,2025,4,Apr,Saturday,15
2025-04-12,Office Chair,10,154.03,94.41,60,East,Wholesale,1540.3,944.0999999999999,596.2,2025-04-01,2025,4,Apr,Saturday,15
2025-04-12,Wireless Headphones,28,86.18,52.31,79,South,Retail,2413.04,1464.68,948.3599999999999,2025-04-01,2025,4,Apr,Saturday,15
2025-04-12,Gaming Mouse,29,40.55,22.72,33,East,Retail,1175.9499999999998,658.88,517.0699999999998,2025-04-01,2025,4,Apr,Saturday,15
2025-04-13,Smart Speaker,26,75.33,41.74,45,East,Retail,1958.58,1085.24,873.3399999999999,2025-04-01,2025,4,Apr,Sunday,15
2025-04-13,Wireless Headphones,26,87.5,47.27,114,South,Wholesale,2275.0,1229.02,1045.98,2025-04-01,2025,4,Apr,Sunday,15
2025-04-13,Office Chair,13,153.34,90.94,41,North,Online,1993.42,1182.22,811.2,2025-04-01,2025,4,Apr,Sunday,15
2025-04-13,Gaming Mouse,28,41.56,24.41,98,East,Online,1163.68,683.48,480.20000000000005,2025-04-01,2025,4,Apr,Sunday,15
2025-04-13,LED Monitor,12,202.61,117.53,115,East,Online,2431.32,1410.3600000000001,1020.96,2025-04-01,2025,4,Apr,Sunday,15
2025-04-13,Laptop Stand,27,39.56,23.18,74,East,Online,1068.1200000000001,625.86,442.2600000000001,2025-04-01,2025,4,Apr,Sunday,15
2025-04-13,Mechanical Keyboard,29,92.11,54.6,54,West,Retail,2671.19,1583.4,1087.79,2025-04-01,2025,4,Apr,Sunday,15
2025-04-13,Webcam,13,60.73,34.72,24,North,Online,789.49,451.36,338.13,2025-04-01,2025,4,Apr,Sunday,15
2025-04-14,Laptop Stand,22,36.29,20.3,81,North,Wholesale,798.38,446.6,351.78,2025-04-01,2025,4,Apr,Monday,16
2025-04-14,Mechanical Keyboard,25,96.41,56.51,15,North,Online,2410.25,1412.75,997.5,2025-04-01,2025,4,Apr,Monday,16
2025-04-14,LED Monitor,13,199.88,111.51,86,North,Wholesale,2598.44,1449.63,1148.81,2025-04-01,2025,4,Apr,Monday,16
2025-04-14,Webcam,20,59.81,35.78,53,West,Online,1196.2,715.6,480.6,2025-04-01,2025,4,Apr,Monday,16
2025-04-14,Office Chair,15,147.6,84.34,47,East,Wholesale,2214.0,1265.1000000000001,948.8999999999999,2025-04-01,2025,4,Apr,Monday,16
2025-04-14,Wireless Headphones,33,88.69,50.56,84,South,Wholesale,2926.77,1668.48,1258.29,2025-04-01,2025,4,Apr,Monday,16
2025-04-14,Smart Speaker,20,74.87,45.31,81,East,Wholesale,1497.4,906.2,591.2,2025-04-01,2025,4,Apr,Monday,16
2025-04-14,Gaming Mouse,29,44.13,26.85,82,West,Online,1279.77,778.6500000000001,501.1199999999999,2025-04-01,2025,4,Apr,Monday,16
2025-04-15,Webcam,29,58.65,33.85,79,North,Online,1700.85,981.6500000000001,719.1999999999998,2025-04-01,2025,4,Apr,Tuesday,16
2025-04-15,Laptop Stand,34,37.48,20.79,75,West,Online,1274.32,706.86,567.4599999999999,2025-04-01,2025,4,Apr,Tuesday,16
2025-04-15,Mechanical Keyboard,26,99.71,55.43,117,North,Retail,2592.46,1441.18,1151.28,2025-04-01,2025,4,Apr,Tuesday,16
2025-04-15,LED Monitor,16,198.5,127.67,48,South,Retail,3176.0,2042.72,1133.28,2025-04-01,2025,4,Apr,Tuesday,16
2025-04-15,Smart Speaker,22,74.64,42.59,85,South,Retail,1642.08,936.98,705.0999999999999,2025-04-01,2025,4,Apr,Tuesday,16
2025-04-15,Office Chair,11,153.26,89.08,42,West,Wholesale,1685.86,979.88,705.9799999999999,2025-04-01,2025,4,Apr,Tuesday,16
2025-04-15,Wireless Headphones,40,95.28,57.76,160,East,Online,3811.2,2310.4,1500.7999999999997,2025-04-01,2025,4,Apr,Tuesday,16
2025-04-15,Gaming Mouse,43,45.17,27.93,164,East,Online,1942.3100000000002,1200.99,741.3200000000002,2025-04-01,2025,4,Apr,Tuesday,16
2025-04-16,Smart Speaker,16,73.38,42.0,18,East,Retail,1174.08,672.0,502.0799999999999,2025-04-01,2025,4,Apr,Wednesday,16
2025-04-16,Wireless Headphones,19,87.92,51.64,98,East,Retail,1670.48,981.16,689.32,2025-04-01,2025,4,Apr,Wednesday,16
2025-04-16,Office Chair,15,150.75,87.48,48,South,Wholesale,2261.25,1312.2,949.05,2025-04-01,2025,4,Apr,Wednesday,16
2025-04-16,Gaming Mouse,38,42.38,24.37,235,South,Online,1610.44,926.0600000000001,684.38,2025-04-01,2025,4,Apr,Wednesday,16
2025-04-16,LED Monitor,18,196.06,111.23,32,West,Wholesale,3529.08,2002.14,1526.9399999999998,2025-04-01,2025,4,Apr,Wednesday,16
2025-04-16,Laptop Stand,25,35.28,19.89,46,South,Wholesale,882.0,497.25,384.75,2025-04-01,2025,4,Apr,Wednesday,16
2025-04-16,Mechanical Keyboard,24,98.93,57.96,136,North,Wholesale,2374.32,1391.04,983.2800000000002,2025-04-01,2025,4,Apr,Wednesday,16
2025-04-16,Webcam,23,61.82,35.68,64,South,Wholesale,1421.86,820.64,601.2199999999999,2025-04-01,2025,4,Apr,Wednesday,16
2025-04-17,Mechanical Keyboard,24,98.53,51.87,12,South,Online,2364.7200000000003,1244.8799999999999,1119.8400000000004,2025-04-01,2025,4,Apr,Thursday,16
2025-04-17,Laptop Stand,29,36.54,22.39,85,West,Online,1059.66,649.3100000000001,410.35,2025-04-01,2025,4,Apr,Thursday,16
2025-04-17,LED Monitor,21,202.39,117.51,61,West,Online,4250.19,2467.71,1782.4799999999996,2025-04-01,2025,4,Apr,Thursday,16
2025-04-17,Webcam,25,55.43,32.32,49,South,Online,1385.75,808.0,577.75,2025-04-01,2025,4,Apr,Thursday,16
2025-04-17,Office Chair,15,152.49,101.54,48,West,Wholesale,2287.3500000000004,1523.1000000000001,764.2500000000002,2025-04-01,2025,4,Apr,Thursday,16
2025-04-17,Wireless Headphones,33,90.29,51.86,115,West,Wholesale,2979.57,1711.3799999999999,1268.1900000000003,2025-04-01,2025,4,Apr,Thursday,16
2025-04-17,Smart Speaker,29,74.01,41.49,87,East,Online,2146.29,1203.21,943.0799999999999,2025-04-01,2025,4,Apr,Thursday,16
2025-04-17,Gaming Mouse,26,43.92,25.01,67,South,Retail,1141.92,650.26,491.6600000000001,2025-04-01,2025,4,Apr,Thursday,16
2025-04-18,Mechanical Keyboard,25,89.99,52.05,34,East,Wholesale,2249.75,1301.25,948.5,2025-04-01,2025,4,Apr,Friday,16
2025-04-18,Laptop Stand,27,35.73,17.88,37,South,Online,964.7099999999999,482.76,481.94999999999993,2025-04-01,2025,4,Apr,Friday,16
2025-04-18,LED Monitor,13,204.69,114.84,82,West,Retail,2660.97,1492.92,1168.0499999999997,2025-04-01,2025,4,Apr,Friday,16
2025-04-18,Webcam,19,59.51,36.42,69,East,Retail,1130.69,691.98,438.71000000000004,2025-04-01,2025,4,Apr,Friday,16
2025-04-18,Office Chair,14,159.54,88.07,14,East,Online,2233.56,1232.98,1000.5799999999999,2025-04-01,2025,4,Apr,Friday,16
2025-04-18,Wireless Headphones,22,91.46,51.9,69,South,Retail,2012.12,1141.8,870.3199999999999,2025-04-01,2025,4,Apr,Friday,16
2025-04-18,Smart Speaker,22,70.65,38.63,55,North,Online,1554.3000000000002,849.86,704.4400000000002,2025-04-01,2025,4,Apr,Friday,16
2025-04-18,Gaming Mouse,33,40.18,21.63,108,North,Wholesale,1325.94,713.79,612.1500000000001,2025-04-01,2025,4,Apr,Friday,16
2025-04-19,Smart Speaker,19,81.31,44.19,46,West,Retail,1544.89,839.6099999999999,705.2800000000002,2025-04-01,2025,4,Apr,Saturday,16
2025-04-19,Wireless Headphones,31,90.52,54.34,2,East,Retail,2806.12,1684.5400000000002,1121.5799999999997,2025-04-01,2025,4,Apr,Saturday,16
2025-04-19,Office Chair,13,161.76,83.95,46,West,Online,2102.88,1091.3500000000001,1011.53,2025-04-01,2025,4,Apr,Saturday,16
2025-04-19,Gaming Mouse,35,42.47,25.1,48,East,Online,1486.45,878.5,607.95,2025-04-01,2025,4,Apr,Saturday,16
2025-04-19,LED Monitor,16,201.43,122.81,55,North,Online,3222.88,1964.96,1257.92,2025-04-01,2025,4,Apr,Saturday,16
2025-04-19,Laptop Stand,25,39.29,24.73,0,East,Wholesale,982.25,618.25,364.0,2025-04-01,2025,4,Apr,Saturday,16
2025-04-19,Mechanical Keyboard,26,95.39,54.01,60,East,Wholesale,2480.14,1404.26,1075.8799999999999,2025-04-01,2025,4,Apr,Saturday,16
2025-04-19,Webcam,14,60.41,34.94,31,West,Retail,845.74,489.15999999999997,356.58000000000004,2025-04-01,2025,4,Apr,Saturday,16
2025-04-20,Laptop Stand,25,35.3,19.98,90,West,Online,882.4999999999999,499.5,382.9999999999999,2025-04-01,2025,4,Apr,Sunday,16
2025-04-20,Mechanical Keyboard,20,96.3,58.62,44,East,Wholesale,1926.0,1172.3999999999999,753.6000000000001,2025-04-01,2025,4,Apr,Sunday,16
2025-04-20,Webcam,18,55.34,32.38,56,North,Online,996.1200000000001,582.84,413.2800000000001,2025-04-01,2025,4,Apr,Sunday,16
2025-04-20,LED Monitor,19,195.31,105.85,13,South,Wholesale,3710.89,2011.1499999999999,1699.74,2025-04-01,2025,4,Apr,Sunday,16
2025-04-20,Office Chair,17,156.02,86.32,73,North,Retail,2652.34,1467.4399999999998,1184.9000000000003,2025-04-01,2025,4,Apr,Sunday,16
2025-04-20,Wireless Headphones,17,87.19,51.76,114,West,Retail,1482.23,879.92,602.3100000000001,2025-04-01,2025,4,Apr,Sunday,16
2025-04-20,Smart Speaker,15,72.56,40.84,125,West,Wholesale,1088.4,612.6,475.80000000000007,2025-04-01,2025,4,Apr,Sunday,16
2025-04-20,Gaming Mouse,28,41.39,22.45,76,South,Online,1158.92,628.6,530.32,2025-04-01,2025,4,Apr,Sunday,16
2025-04-21,Smart Speaker,17,74.03,46.01,130,East,Retail,1258.51,782.17,476.34000000000003,2025-04-01,2025,4,Apr,Monday,17
2025-04-21,Wireless Headphones,23,90.41,51.13,100,East,Wholesale,2079.43,1175.99,903.4399999999998,2025-04-01,2025,4,Apr,Monday,17
2025-04-21,Office Chair,10,153.13,92.13,50,East,Retail,1531.3,921.3,610.0,2025-04-01,2025,4,Apr,Monday,17
2025-04-21,Gaming Mouse,35,42.59,25.38,89,North,Retail,1490.65,888.3,602.3500000000001,2025-04-01,2025,4,Apr,Monday,17
2025-04-21,LED Monitor,24,198.98,115.66,57,East,Online,4775.5199999999995,2775.84,1999.6799999999994,2025-04-01,2025,4,Apr,Monday,17
2025-04-21,Laptop Stand,24,36.26,20.48,75,West,Online,870.24,491.52,378.72,2025-04-01,2025,4,Apr,Monday,17
2025-04-21,Mechanical Keyboard,25,97.96,56.19,4,East,Retail,2449.0,1404.75,1044.25,2025-04-01,2025,4,Apr,Monday,17
2025-04-21,Webcam,20,55.98,33.77,20,West,Wholesale,1119.6,675.4000000000001,444.1999999999998,2025-04-01,2025,4,Apr,Monday,17
2025-04-22,Mechanical Keyboard,23,91.91,56.96,110,North,Wholesale,2113.93,1310.08,803.8499999999999,2025-04-01,2025,4,Apr,Tuesday,17
2025-04-22,Laptop Stand,19,35.99,19.85,43,East,Wholesale,683.8100000000001,377.15000000000003,306.66,2025-04-01,2025,4,Apr,Tuesday,17
2025-04-22,LED Monitor,19,199.63,111.08,55,North,Wholesale,3792.97,2110.52,1682.4499999999998,2025-04-01,2025,4,Apr,Tuesday,17
2025-04-22,Webcam,15,59.2,33.83,105,South,Wholesale,888.0,507.45,380.55,2025-04-01,2025,4,Apr,Tuesday,17
2025-04-22,Office Chair,14,151.03,82.48,63,West,Retail,2114.42,1154.72,959.7,2025-04-01,2025,4,Apr,Tuesday,17
2025-04-22,Wireless Headphones,26,88.6,50.1,12,North,Retail,2303.6,1302.6000000000001,1000.9999999999998,2025-04-01,2025,4,Apr,Tuesday,17
2025-04-22,Smart Speaker,23,68.12,39.87,56,West,Retail,1566.7600000000002,917.01,649.7500000000002,2025-04-01,2025,4,Apr,Tuesday,17
2025-04-22,Gaming Mouse,37,41.14,23.21,52,East,Retail,1522.18,858.77,663.4100000000001,2025-04-01,2025,4,Apr,Tuesday,17
2025-04-23,Mechanical Keyboard,24,95.84,54.07,39,West,Online,2300.16,1297.68,1002.4799999999998,2025-04-01,2025,4,Apr,Wednesday,17
2025-04-23,Laptop Stand,25,34.75,20.28,54,South,Online,868.75,507.0,361.75,2025-04-01,2025,4,Apr,Wednesday,17
2025-04-23,LED Monitor,18,196.81,109.23,33,West,Wholesale,3542.58,1966.14,1576.4399999999998,2025-04-01,2025,4,Apr,Wednesday,17
2025-04-23,Webcam,24,58.26,32.72,59,South,Wholesale,1398.24,785.28,612.96,2025-04-01,2025,4,Apr,Wednesday,17
2025-04-23,Office Chair,17,152.66,88.93,13,South,Online,2595.22,1511.8100000000002,1083.4099999999996,2025-04-01,2025,4,Apr,Wednesday,17
2025-04-23,Wireless Headphones,33,86.43,52.22,192,West,Retail,2852.19,1723.26,1128.93,2025-04-01,2025,4,Apr,Wednesday,17
2025-04-23,Smart Speaker,24,71.35,42.43,28,South,Wholesale,1712.3999999999999,1018.3199999999999,694.0799999999999,2025-04-01,2025,4,Apr,Wednesday,17
2025-04-23,Gaming Mouse,36,44.64,23.49,95,North,Wholesale,1607.04,845.64,761.4,2025-04-01,2025,4,Apr,Wednesday,17
2025-04-24,Smart Speaker,22,72.96,40.27,44,West,Retail,1605.12,885.94,719.1799999999998,2025-04-01,2025,4,Apr,Thursday,17
2025-04-24,Wireless Headphones,35,92.4,51.02,68,North,Online,3234.0,1785.7,1448.3,2025-04-01,2025,4,Apr,Thursday,17
2025-04-24,Office Chair,17,155.79,90.79,56,West,Online,2648.43,1543.43,1104.9999999999998,2025-04-01,2025,4,Apr,Thursday,17
2025-04-24,Gaming Mouse,44,42.0,23.28,94,East,Wholesale,1848.0,1024.3200000000002,823.6799999999998,2025-04-01,2025,4,Apr,Thursday,17
2025-04-24,LED Monitor,17,204.58,114.82,36,North,Online,3477.86,1951.9399999999998,1525.9200000000003,2025-04-01,2025,4,Apr,Thursday,17
2025-04-24,Laptop Stand,23,37.04,21.87,49,South,Wholesale,851.92,503.01000000000005,348.9099999999999,2025-04-01,2025,4,Apr,Thursday,17
2025-04-24,Mechanical Keyboard,22,97.17,61.86,62,South,Retail,2137.7400000000002,1360.92,776.8200000000002,2025-04-01,2025,4,Apr,Thursday,17
